Date,Produce_Name,Category,Season,Market_Price_JPY_per_kg,Volume_Sold_kg,Temperature_C,Precipitation_mm,Humidity_percent,Transport_Disruption,Year,Month,Day,Quality_Grade,Storage_Days
2020-02-29,Apple,Fruit,Winter,262.1943140890295,4527.107725570523,12.45681135585307,1.0466571460132568,69.4548840330059,0,2020,2,29,Standard,14
2020-03-01,Apple,Fruit,Spring,263.53114778908855,3989.412607817292,24.387632417974984,15.65697235973315,68.50477087734919,0,2020,3,1,Standard,12
2020-03-02,Apple,Fruit,Spring,267.49360381503845,3832.5403584185246,14.82804495517698,16.910216216811207,81.40287446254051,0,2020,3,2,Premium,11
2020-03-03,Apple,Fruit,Spring,255.0644778509186,3947.4727104897474,8.4813517696176,15.981642915439089,82.86310767043352,0,2020,3,3,Premium,13
2020-03-04,Apple,Fruit,Spring,253.85121057491094,4041.2347777642226,5.267882442383974,10.169580706160522,72.17956457284683,0,2020,3,4,Standard,2
2020-03-05,Apple,Fruit,Spring,280.96909860232165,3864.463901162011,18.60643342538127,4.658036772989633,57.19191253980301,0,2020,3,5,Standard,10
2020-03-06,Apple,Fruit,Spring,288.30924038570606,3769.1474562300627,29.394470463723316,16.906599513774534,68.71032923830319,0,2020,3,6,Standard,12
2020-03-07,Apple,Fruit,Spring,269.02786335866546,3885.7028868429825,14.228404845230113,14.543256194802769,88.72290011638714,0,2020,3,7,Standard,5
2020-03-08,Apple,Fruit,Spring,283.54769412154235,3840.7029461220054,13.929808349826121,19.61522348777703,80.11944772156741,0,2020,3,8,Standard,6
2020-03-09,Apple,Fruit,Spring,274.8820863381431,3824.524614091717,13.602290446236053,3.1138519551186583,82.44650415516529,0,2020,3,9,Standard,7
2020-03-10,Apple,Fruit,Spring,261.29088331283083,3887.6230189304947,18.013595932621463,4.513291661041102,51.31301995276961,0,2020,3,10,Standard,8
2020-03-11,Apple,Fruit,Spring,274.8788406743636,4139.520745032877,16.016622085607338,4.235962997630054,68.7143785053664,0,2020,3,11,Standard,5
2020-03-12,Apple,Fruit,Spring,290.7634936472906,3920.5354661796296,26.99786566817536,15.850795352426735,75.86484534630222,0,2020,3,12,Standard,11
2020-03-13,Apple,Fruit,Spring,269.51634847201564,3854.3353208752833,17.63801979308726,3.7381459290023633,83.20130734512298,0,2020,3,13,Premium,2
2020-03-14,Apple,Fruit,Spring,291.122689353489,3941.103740210088,17.69394595471422,1.3331965964661219,51.97094614331086,0,2020,3,14,Standard,1
2020-03-15,Apple,Fruit,Spring,234.63344109478842,3964.4774113230765,8.459289868013915,19.971216131712573,84.09755542567493,0,2020,3,15,Premium,6
2020-03-16,Apple,Fruit,Spring,281.0956838090655,4050.714329316978,29.568488522759647,0.4963442289029829,71.93603746967646,0,2020,3,16,Standard,6
2020-03-17,Apple,Fruit,Spring,271.1751354212153,3955.2256326809775,11.249322271720743,16.70488120317731,57.8925588230424,0,2020,3,17,Premium,10
2020-03-18,Apple,Fruit,Spring,265.9634007687108,3896.2869877302874,6.834101686490067,7.307336831013056,62.690208657988,0,2020,3,18,Standard,7
2020-03-19,Apple,Fruit,Spring,271.2387704832293,3967.505473185547,21.57865622438022,16.832309195156306,61.27718207006243,0,2020,3,19,Standard,1
2020-03-20,Apple,Fruit,Spring,243.16781965288794,3738.10041682608,19.884159253921815,11.0924098242229,71.23436137153902,0,2020,3,20,Standard,7
2020-03-21,Apple,Fruit,Spring,267.03442951419356,3729.6024399271187,15.378641349818643,18.032624589727202,52.06742719644527,0,2020,3,21,Standard,12
2020-03-22,Apple,Fruit,Spring,274.82101971540857,3692.901933258123,15.55480584701695,18.523859728292532,56.34144633999694,0,2020,3,22,Standard,4
2020-03-23,Apple,Fruit,Spring,289.95156960401044,3856.3656631488248,24.626598026160778,0.18196362561551993,82.5077217350313,0,2020,3,23,Standard,2
2020-03-24,Apple,Fruit,Spring,263.0033520533058,4200.524559739929,9.892816002491227,1.5082435198557653,55.304159629872444,0,2020,3,24,Standard,10
2020-03-25,Apple,Fruit,Spring,259.08533636094194,4293.390235521015,25.506332973622243,5.00717459141711,59.33585077832508,0,2020,3,25,Standard,9
2020-03-26,Apple,Fruit,Spring,263.22627991160874,4024.6672431918255,21.218677847375453,13.386308327270033,68.1348242241663,0,2020,3,26,Standard,8
2020-03-27,Apple,Fruit,Spring,282.357928588978,3938.94202069452,15.47424434448811,17.76544393023012,70.68483552453321,0,2020,3,27,Standard,10
2020-03-28,Apple,Fruit,Spring,274.43813998040577,3597.036962600876,16.450715414596715,9.198839025879256,80.54441918456635,0,2020,3,28,Premium,12
2020-03-29,Apple,Fruit,Spring,262.848237249145,3837.011401212074,11.416180179652395,12.139462325485308,67.8932970666475,0,2020,3,29,Standard,12
2020-03-30,Apple,Fruit,Spring,276.9291103470303,3750.857565204581,23.80285831742437,3.769997055911223,81.59458484142155,0,2020,3,30,Standard,3
2020-03-31,Apple,Fruit,Spring,271.3105469161985,3796.2958945591595,17.821868557631696,16.09933667763371,74.7338522818183,0,2020,3,31,Standard,1
2020-04-01,Apple,Fruit,Spring,283.076707372194,3829.507964452454,13.02136356874609,19.346562227069395,54.5239895769529,0,2020,4,1,Premium,5
2020-04-02,Apple,Fruit,Spring,260.52228323265575,3856.0578967929414,19.901252894023756,5.371978658291949,56.253257535713544,0,2020,4,2,Standard,8
2020-04-03,Apple,Fruit,Spring,265.5765610209301,3598.056826936774,29.893361301283075,9.896519032010927,67.48134901799084,0,2020,4,3,Standard,2
2020-04-04,Apple,Fruit,Spring,264.7065399327158,4037.3105078697527,15.881556991413847,1.722322210127476,65.87557572356158,0,2020,4,4,Standard,12
2020-04-05,Apple,Fruit,Spring,250.2425482002164,3794.2192885475765,28.01728501946549,11.182733129259368,79.74177078549178,0,2020,4,5,Standard,8
2020-04-06,Apple,Fruit,Spring,273.99762374037175,3924.954085789878,13.625420998114153,10.055668836933611,73.22948559189408,0,2020,4,6,Standard,9
2020-04-07,Apple,Fruit,Spring,273.5242461744285,4220.105739911901,6.368317673124647,2.888729683101552,65.52532324008997,0,2020,4,7,Standard,11
2020-04-08,Apple,Fruit,Spring,270.0690316646732,3752.668359797262,10.106052659210722,8.8413242623615,56.83041133801542,0,2020,4,8,Standard,6
2020-04-09,Apple,Fruit,Spring,266.83307369943554,3505.7104173624684,15.467378583192104,6.682093041731266,59.07348409301981,0,2020,4,9,Standard,8
2020-04-10,Apple,Fruit,Spring,250.89249498231936,3917.9310078914514,10.490873214864227,10.436617506103786,73.02004073876236,0,2020,4,10,Standard,9
2020-04-11,Apple,Fruit,Spring,264.32128814266764,4095.0825811242125,5.005675955456389,11.713086708575984,66.9375521959917,0,2020,4,11,Premium,8
2020-04-12,Apple,Fruit,Spring,265.3733540268886,4228.757745919,27.87503844368818,0.16991157214419017,70.59710035442689,0,2020,4,12,Standard,10
2020-04-13,Apple,Fruit,Spring,259.16925686550815,3739.3745420025866,26.096985280773225,15.220119658991107,56.827097412089344,0,2020,4,13,Standard,5
2020-04-14,Apple,Fruit,Spring,267.8226428925089,3986.729732742814,23.55730578717368,14.260285837234816,76.51625009378263,0,2020,4,14,Premium,8
2020-04-15,Apple,Fruit,Spring,275.45468656699626,3807.3680383585374,9.195364891150716,7.325727724130444,84.10154963423868,1,2020,4,15,Standard,9
2020-04-16,Apple,Fruit,Spring,295.46350966634213,3798.169897756864,8.009089405249652,1.0587187113763652,60.317580271476025,0,2020,4,16,Premium,10
2020-04-17,Apple,Fruit,Spring,272.3568004732298,4315.238933945292,6.690118736809579,15.098650795701008,69.66056903327306,0,2020,4,17,Standard,3
2020-04-18,Apple,Fruit,Spring,273.4769302747573,3647.934979874251,23.10072971932303,19.10350320956265,89.02109316083607,0,2020,4,18,Premium,7
2020-04-19,Apple,Fruit,Spring,268.99498013715674,3943.9484120486095,28.22019901719713,4.803031920440284,63.3296696220291,0,2020,4,19,Standard,9
2020-04-20,Apple,Fruit,Spring,244.0965885934629,4061.175612170926,15.763395522825924,6.470492274740758,73.80185379695044,0,2020,4,20,Standard,2
2020-04-21,Apple,Fruit,Spring,269.64206268143556,4074.91893638551,7.978516799901204,3.676257789636299,53.607828008009776,0,2020,4,21,Standard,6
2020-04-22,Apple,Fruit,Spring,270.8131078342039,3912.966945107997,17.809820518302665,11.538722466896793,74.24060009917773,0,2020,4,22,Standard,7
2020-04-23,Apple,Fruit,Spring,303.25376851855134,3838.4421912588186,13.720797686465753,3.096827892949099,53.58527093218471,0,2020,4,23,Premium,9
2020-04-24,Apple,Fruit,Spring,267.4031269754548,3845.9924726276645,14.370623108749943,7.123878869227589,88.36941741295288,0,2020,4,24,Premium,7
2020-04-25,Apple,Fruit,Spring,274.07088912150374,3929.4906801942047,20.53326560389268,13.940260278685258,78.62650608289246,0,2020,4,25,Standard,6
2020-04-26,Apple,Fruit,Spring,269.5313911089792,3846.6512655571505,22.96795283155506,11.202319660186967,81.52639152542825,0,2020,4,26,Standard,6
2020-04-27,Apple,Fruit,Spring,254.22284649213628,4052.0420140698466,7.765089971829021,7.729251286558705,78.16417443086547,1,2020,4,27,Standard,8
2020-04-28,Apple,Fruit,Spring,285.42810799595276,3789.435319579843,5.889755770161909,8.404992036150837,73.58916144305863,0,2020,4,28,Premium,9
2020-04-29,Apple,Fruit,Spring,280.1510959412714,3926.4990765534453,29.85825756714287,11.24221765246459,67.99651124342022,0,2020,4,29,Premium,11
2020-04-30,Apple,Fruit,Spring,280.67893128508115,3859.7215121934664,10.818208722888796,0.11729455774322606,84.3349351904425,0,2020,4,30,Standard,9
2020-05-01,Apple,Fruit,Spring,257.72326936027105,4121.090475589311,6.345763122711476,1.570197369072197,88.27342670172251,0,2020,5,1,Standard,6
2020-05-02,Apple,Fruit,Spring,288.9377231976373,3828.651260233718,9.746883227398,17.625161355260232,69.96144691616325,0,2020,5,2,Premium,11
2020-05-03,Apple,Fruit,Spring,251.0750106523042,3679.398102912552,5.973946158711605,1.5575797818258152,87.26140196621049,0,2020,5,3,Standard,14
2020-05-04,Apple,Fruit,Spring,277.9225707663036,4075.498870893227,14.795272365429291,14.136071924210103,73.3333163995407,0,2020,5,4,Premium,1
2020-05-05,Apple,Fruit,Spring,299.5711509484347,3656.512328700532,25.060044611283107,18.400763282181053,71.53536747585733,0,2020,5,5,Standard,4
2020-05-06,Apple,Fruit,Spring,256.6277596107357,3839.97152044707,13.531111243943016,5.413672086034622,68.17930931821427,0,2020,5,6,Standard,13
2020-05-07,Apple,Fruit,Spring,262.35498065036256,3830.177590785166,16.104585171959165,7.409828741190285,58.37151046120479,0,2020,5,7,Standard,8
2020-05-08,Apple,Fruit,Spring,271.34529342868314,4115.425783478387,21.88966933918597,11.378428116894327,50.14878643272237,0,2020,5,8,Standard,13
2020-05-09,Apple,Fruit,Spring,263.2030786694313,3580.9485301986374,17.722351751747006,17.634179392771692,59.66024907424245,0,2020,5,9,Standard,4
2020-05-10,Apple,Fruit,Spring,249.06604368060718,4471.819619783575,26.536142150533106,18.838111745208405,70.3889268641426,0,2020,5,10,Standard,5
2020-05-11,Apple,Fruit,Spring,270.92560015988136,4065.883755584298,26.650891876143913,14.79126496222536,65.1983980903901,0,2020,5,11,Standard,11
2020-05-12,Apple,Fruit,Spring,255.65889986469756,3983.52189337834,5.2477673872788415,1.7323952170938806,67.93940912010535,0,2020,5,12,Standard,10
2020-05-13,Apple,Fruit,Spring,276.393497813575,3869.905300522811,24.45115766207998,13.383083110697015,89.22592878256198,0,2020,5,13,Premium,3
2020-05-14,Apple,Fruit,Spring,257.58777283784366,3987.0627425177463,16.518340006041846,8.20607443745324,64.0108948267731,0,2020,5,14,Standard,2
2020-05-15,Apple,Fruit,Spring,290.9241144677368,3913.6325403149053,29.721013532591577,9.414019989821231,68.08731757440432,0,2020,5,15,Standard,3
2020-05-16,Apple,Fruit,Spring,259.4260805534608,4038.48089190714,17.08080189688588,0.9829678069035408,55.340622054112785,0,2020,5,16,Standard,11
2020-05-17,Apple,Fruit,Spring,265.65216953122336,4003.389482789807,29.672398634707438,3.8212427869271637,51.9183092974795,0,2020,5,17,Standard,6
2020-05-18,Apple,Fruit,Spring,280.9824824344905,3877.7246342192047,23.864234030143415,15.810272150672954,81.01638058369979,0,2020,5,18,Premium,10
2020-05-19,Apple,Fruit,Spring,253.3833317281416,3923.8147469903556,11.215122115332658,9.079176660957195,72.82732700287914,0,2020,5,19,Premium,8
2020-05-20,Apple,Fruit,Spring,273.0707091171558,3865.5605775582526,18.459874482173944,6.033244832622977,80.4281922417558,1,2020,5,20,Standard,4
2020-05-21,Apple,Fruit,Spring,287.6464271828128,3809.9932512008622,29.80339098696457,7.680381479299163,55.994511955462066,0,2020,5,21,Standard,4
2020-05-22,Apple,Fruit,Spring,248.2989763334234,4153.739961053986,26.43826519379809,17.087990266513604,72.87315084730764,0,2020,5,22,Standard,4
2020-05-23,Apple,Fruit,Spring,272.4925570901861,3986.6605519309846,7.434172344780528,14.979980348099138,60.14569897365502,1,2020,5,23,Standard,4
2020-05-24,Apple,Fruit,Spring,273.50841772235367,3417.843092712536,22.6592999202499,5.4463079436216555,59.1224726760008,0,2020,5,24,Standard,11
2020-05-25,Apple,Fruit,Spring,280.55460876899366,3969.762095014783,13.639489646770325,2.350036804247466,50.46104056211941,0,2020,5,25,Premium,8
2020-05-26,Apple,Fruit,Spring,253.3011654031459,3986.820573144518,5.174556547008703,5.039964432881434,55.213628942762874,0,2020,5,26,Standard,3
2020-05-27,Apple,Fruit,Spring,252.1738357233623,3956.427146557449,15.08702422567499,18.415129021094675,62.37072445998781,0,2020,5,27,Standard,1
2020-05-28,Apple,Fruit,Spring,277.0462111358281,3814.349677053018,10.868860543124281,11.631776756995107,54.67515042363756,0,2020,5,28,Standard,5
2020-05-29,Apple,Fruit,Spring,274.00929308864795,4066.493724902269,25.47173176301179,10.669604174895657,89.4343376164375,0,2020,5,29,Standard,1
2020-05-30,Apple,Fruit,Spring,273.3816534796693,4040.332055674093,13.433265221144136,11.92787199384923,62.34530594095803,0,2020,5,30,Standard,6
2020-05-31,Apple,Fruit,Spring,274.6770508282092,3760.7494037208594,25.688092348845426,7.320565314930305,55.21295786809313,0,2020,5,31,Standard,5
2020-06-01,Apple,Fruit,Summer,246.32968479987423,4044.029416607011,5.014948470869883,16.142140406390254,57.96329251311831,0,2020,6,1,Standard,6
2020-06-02,Apple,Fruit,Summer,257.9612346388028,3784.6641403440517,12.695478750652978,10.465724986004997,73.50812913365905,0,2020,6,2,Premium,5
2020-06-03,Apple,Fruit,Summer,258.7366740345582,3716.805513518577,11.029130357694049,2.334958055375911,52.56174095459154,0,2020,6,3,Standard,3
2020-06-04,Apple,Fruit,Summer,245.89201942016376,3880.0851793317265,10.839184026715275,2.581302496581259,84.49736520564628,0,2020,6,4,Standard,12
2020-06-05,Apple,Fruit,Summer,278.7886250170957,4008.6875388575895,6.7046654941365675,10.737182930052366,88.45998716948588,0,2020,6,5,Standard,10
2020-06-06,Apple,Fruit,Summer,261.04136974162526,4082.3621081214233,9.678106760262544,18.731404361416782,59.86989682669524,0,2020,6,6,Standard,11
2020-06-07,Apple,Fruit,Summer,239.81088041066621,4082.7240658466794,18.8887392471405,6.167042433523974,68.00381074363438,0,2020,6,7,Standard,10
2020-06-08,Apple,Fruit,Summer,263.37105851008135,4038.1117975287416,12.284026820943613,17.390823377184365,50.885378041179884,0,2020,6,8,Standard,9
2020-06-09,Apple,Fruit,Summer,242.57280870460164,4074.0124969230546,15.434869558228698,15.281911731577587,75.62840898908885,0,2020,6,9,Standard,12
2020-06-10,Apple,Fruit,Summer,265.03532869771624,3813.911849105273,14.421672008679712,4.956248858138137,66.55704232210356,0,2020,6,10,Premium,1
2020-06-11,Apple,Fruit,Summer,269.77209363234437,3969.867295040016,26.897623124997363,0.7268149663248491,60.80233864406223,0,2020,6,11,Standard,12
2020-06-12,Apple,Fruit,Summer,244.53630044101567,4112.944522566377,27.632474975262888,2.0369453028476547,58.27348442466434,0,2020,6,12,Standard,7
2020-06-13,Apple,Fruit,Summer,267.2830456478651,4029.743127277288,17.3239242913965,14.569878676948804,76.16092310635042,0,2020,6,13,Premium,3
2020-06-14,Apple,Fruit,Summer,260.26295681844033,4122.682950041141,13.25389875789011,3.993394760812934,66.64868124129258,0,2020,6,14,Standard,2
2020-06-15,Apple,Fruit,Summer,265.4812670399297,4028.391058752404,7.670017600059091,7.425418410107875,57.18637156119648,0,2020,6,15,Standard,12
2020-06-16,Apple,Fruit,Summer,279.1841105288378,3925.618011443861,28.835071984552375,10.033983320128497,77.56436325947297,1,2020,6,16,Standard,13
2020-06-17,Apple,Fruit,Summer,251.87130152096339,4131.653033060751,6.5056736225074365,14.509363369003257,72.60289132146775,0,2020,6,17,Standard,11
2020-06-18,Apple,Fruit,Summer,245.38986390444197,3977.790385505344,12.441256939207012,2.2646244651825076,84.34688219717984,0,2020,6,18,Premium,6
2020-06-19,Apple,Fruit,Summer,243.65869102227455,3846.7044190626507,12.451655029250103,8.12732810554923,54.69903595505971,0,2020,6,19,Standard,3
2020-06-20,Apple,Fruit,Summer,244.59841886669062,3958.5812228800287,13.010032153505373,9.701458182853909,81.42666407777824,0,2020,6,20,Standard,8
2020-06-21,Apple,Fruit,Summer,254.01695320497015,3834.092399481068,9.107171081810232,10.816541279430794,76.94067147269035,0,2020,6,21,Standard,12
2020-06-22,Apple,Fruit,Summer,259.3496876789122,3827.4725170743914,24.57903577309243,16.367212827904332,54.60043747312391,0,2020,6,22,Standard,7
2020-06-23,Apple,Fruit,Summer,258.5278076914577,3915.117653713992,8.06244654914973,3.433563900864338,77.79282919486883,0,2020,6,23,Standard,8
2020-06-24,Apple,Fruit,Summer,265.54658642520934,3788.0575245559758,20.872666478829068,16.156629036532447,67.66189155519322,0,2020,6,24,Standard,4
2020-06-25,Apple,Fruit,Summer,255.16577412144332,3900.1735748529422,8.096150667645436,13.857568553933044,87.79939142223373,0,2020,6,25,Standard,6
2020-06-26,Apple,Fruit,Summer,273.53255948375573,3585.2464550082086,6.763390939823914,11.117416283979187,55.66445402471597,0,2020,6,26,Standard,6
2020-06-27,Apple,Fruit,Summer,251.62562537621605,3995.3749085922827,27.73573759214691,13.990557408051439,75.71333563262952,0,2020,6,27,Standard,8
2020-06-28,Apple,Fruit,Summer,289.68215687401766,3834.5856864778975,9.753219157967642,8.240354779033128,65.27920181851783,0,2020,6,28,Standard,9
2020-06-29,Apple,Fruit,Summer,262.9772586840038,3792.674956749077,25.531253863992607,2.7679517193624914,88.27258682363511,0,2020,6,29,Standard,11
2020-06-30,Apple,Fruit,Summer,244.07124115569235,4091.9085030968768,18.615771777678397,13.315304805307346,63.198995811611056,0,2020,6,30,Standard,13
